,location,total_sqft,bath,price,bhk
2441,Gottigere,1600.0,2.0,55.0,3
2442,Gottigere,1300.0,3.0,65.0,3
2443,Gottigere,950.0,2.0,38.0,2
2444,Gottigere,1153.0,2.0,48.5,2
2445,Gottigere,812.0,1.0,26.0,1
2446,Gottigere,2000.0,4.0,82.0,4
2447,Gottigere,1460.0,2.0,65.0,3
2448,Gottigere,1500.0,3.0,70.0,3
2449,Gottigere,1621.0,3.0,72.0,3
2450,Gottigere,812.0,1.0,26.0,1
2451,Gottigere,990.0,2.0,40.0,2
2452,Gottigere,1235.0,2.0,63.0,2
2453,Gottigere,1385.0,3.0,64.0,3
2454,Gottigere,1000.0,2.0,35.0,2
2455,Gottigere,1010.0,2.0,35.0,2
2456,Gottigere,1385.0,2.0,50.0,3
2457,Gottigere,1425.0,2.0,47.0,3
2458,Gottigere,1435.0,2.0,62.0,3
2459,Gottigere,945.0,2.0,45.0,2
2460,Gottigere,1400.0,2.0,50.0,3
2461,Gottigere,2500.0,3.0,120.0,4
2462,Gottigere,1230.0,2.0,52.0,3
2463,Gottigere,1120.0,2.0,50.0,2
2464,Gottigere,1500.0,3.0,63.0,3
2465,Gottigere,1200.0,2.0,40.0,2
2466,Gottigere,1280.0,2.0,61.0,2
2467,Gottigere,1205.0,2.0,56.58,2
2468,Gottigere,1170.0,2.0,40.0,2
2469,Gottigere,3000.0,3.0,132.0,4
2470,Gottigere,1613.0,3.0,72.0,3
2471,Gottigere,1110.0,2.0,36.25,2
2472,Gottigere,1245.0,2.0,59.0,2
2473,Gottigere,1200.0,2.0,50.0,2
2474,Green Glen Layout,1670.0,3.0,120.0,3
2475,Green Glen Layout,3250.0,4.0,230.0,4
2476,Green Glen Layout,1776.42,3.0,105.0,3
2477,Green Glen Layout,3250.0,4.0,230.0,4
2478,Green Glen Layout,940.0,2.0,56.8,2
2479,Green Glen Layout,1075.0,2.0,60.0,2
2480,Green Glen Layout,1715.0,3.0,115.0,3
2481,Green Glen Layout,1751.0,2.0,115.0,3
2482,Green Glen Layout,1750.0,3.0,130.0,3
2483,Green Glen Layout,1530.0,3.0,105.0,3
2484,Green Glen Layout,1752.0,3.0,105.0,3
2485,Green Glen Layout,1680.0,4.0,95.0,3
2486,Green Glen Layout,1728.0,3.0,125.0,3
2487,Green Glen Layout,1645.0,3.0,110.0,3
2488,Green Glen Layout,1517.0,3.0,100.0,3
2489,Green Glen Layout,3150.0,4.0,218.0,4
2490,Green Glen Layout,3270.0,4.0,205.0,4
2491,Green Glen Layout,1750.0,3.0,120.0,3
2492,Green Glen Layout,1751.0,3.0,115.0,3
2493,Green Glen Layout,1750.0,3.0,105.0,3
2494,Green Glen Layout,1885.0,3.0,135.0,3
2495,Green Glen Layout,1715.0,3.0,120.0,3
2496,Green Glen Layout,1623.29,2.0,105.0,3
2497,Green Glen Layout,1715.0,3.0,115.0,3
2498,Green Glen Layout,1715.0,3.0,105.0,3
2499,Green Glen Layout,1600.0,3.0,105.0,3
2500,Green Glen Layout,1717.0,3.0,125.0,3
2501,Green Glen Layout,1250.0,2.0,75.0,2
2502,Green Glen Layout,1715.0,3.0,112.0,3
2503,Gubbalala,1470.0,2.0,82.0,3
2504,Gubbalala,1745.0,3.0,104.0,3
2505,Gubbalala,1745.0,3.0,115.0,3
2506,Gubbalala,1745.0,3.0,110.0,3
2507,Gubbalala,1650.0,3.0,71.0,3
2508,Gubbalala,2570.0,4.0,141.0,5
2509,Gubbalala,1205.0,2.0,70.0,2
2510,Gubbalala,1435.0,2.0,80.0,3
2511,Gubbalala,1475.0,2.0,80.0,2
2512,Gubbalala,2000.0,4.0,85.0,4
2513,Gubbalala,1100.0,2.0,49.5,2
2514,Gubbalala,1060.0,2.0,46.0,2
2515,Gubbalala,2000.0,3.0,125.0,3
2516,Gubbalala,4000.0,5.0,195.0,4
2517,Gunjur,1140.0,2.0,43.0,2
2518,Gunjur,1356.0,2.0,66.0,3
2519,Gunjur,1600.0,3.0,75.0,3
2520,Gunjur,2000.0,3.0,95.0,4
2521,Gunjur,1140.0,2.0,49.11,2
2522,Gunjur,1195.0,2.0,44.0,2
2523,Gunjur,1190.0,2.0,40.0,2
2524,Gunjur,1457.0,2.0,60.0,2
2525,Gunjur,1080.0,2.0,41.0,2
2526,Gunjur,2132.0,3.0,80.0,3
2527,Gunjur,1800.0,3.0,70.0,3
2528,Gunjur,1175.0,2.0,43.48,2
2529,Gunjur,1362.0,3.0,62.63,3
2530,Gunjur,1071.0,2.0,51.0,2
2531,Gunjur,1063.0,2.0,40.0,2
2532,Gunjur,1235.0,2.0,52.76,2
2533,Gunjur,1362.0,3.0,62.63,3
2534,Gunjur,1362.0,3.0,62.63,3
2535,Gunjur,1588.0,2.0,90.0,3
2536,Gunjur,1235.0,2.0,44.5,2
2537,Gunjur,1457.0,2.0,60.0,2
2538,HAL 2nd Stage,1490.0,2.0,300.0,3
2539,HAL 2nd Stage,600.0,3.0,145.0,2
2540,HAL 2nd Stage,2700.0,3.0,500.0,3
2541,HAL 2nd Stage,2040.0,4.0,500.0,5
2542,HBR Layout,2800.0,2.0,200.0,3
2543,HBR Layout,1722.0,3.0,95.0,3
2544,HBR Layout,1200.0,4.0,120.0,4
2545,HBR Layout,1200.0,2.0,60.0,2
2546,HBR Layout,1004.0,2.0,49.0,2
2547,HBR Layout,1783.0,3.0,125.0,3
2548,HBR Layout,1656.0,3.0,90.0,3
2549,HBR Layout,1089.0,2.0,60.0,2
2550,HBR Layout,1700.0,3.0,110.0,3
2551,HBR Layout,1198.0,2.0,65.0,2
2552,HBR Layout,1200.0,4.0,115.0,4
2553,HBR Layout,1200.0,2.0,120.0,2
2554,HBR Layout,1832.0,3.0,160.0,3
2555,HRBR Layout,1374.0,2.0,95.0,2
2556,HRBR Layout,1440.0,2.0,98.0,2
2557,HRBR Layout,1567.0,3.0,90.0,3
2558,HRBR Layout,2800.0,3.0,250.0,3
2559,HRBR Layout,1210.0,2.0,75.0,2
2560,HRBR Layout,1265.0,2.0,78.0,2
2561,HRBR Layout,1170.0,2.0,75.0,2
2562,HRBR Layout,1335.0,2.0,87.0,3
2563,HRBR Layout,1900.0,3.0,90.0,4
2564,HRBR Layout,1625.0,3.0,120.0,3
2565,HRBR Layout,1301.0,2.0,120.0,2
2566,HRBR Layout,1145.0,2.0,68.5,2
2567,HRBR Layout,1300.0,2.0,90.0,2
2568,HSR Layout,1400.0,3.0,56.0,3
2569,HSR Layout,1372.0,2.0,68.0,2
2570,HSR Layout,1430.0,2.0,65.0,3
2571,HSR Layout,1475.0,3.0,75.0,3
2572,HSR Layout,1467.0,2.0,55.0,2
2573,HSR Layout,1140.0,2.0,46.0,2
2574,HSR Layout,1372.0,2.0,61.0,2
2575,HSR Layout,1750.0,3.0,95.0,3
2576,HSR Layout,2424.0,3.0,90.0,3
2577,HSR Layout,1027.0,2.0,44.0,2
2578,HSR Layout,1650.0,3.0,110.0,3
2579,HSR Layout,1140.0,2.0,46.0,2
2580,HSR Layout,1372.0,2.0,61.0,2
2581,HSR Layout,1140.0,2.0,46.0,2
2582,HSR Layout,1185.0,2.0,60.0,2
2583,HSR Layout,1127.0,2.0,68.0,2
2584,HSR Layout,1600.0,2.0,115.0,3
2585,HSR Layout,1145.0,2.0,48.0,2
2586,HSR Layout,1009.0,2.0,56.0,2
2587,HSR Layout,1300.0,2.0,98.0,2
2588,HSR Layout,2400.0,3.0,88.0,3
2589,HSR Layout,1140.0,2.0,46.0,2
2590,HSR Layout,1126.0,2.0,69.0,2
2591,HSR Layout,1360.0,2.0,53.0,3
2592,HSR Layout,1140.0,2.0,46.0,2
2593,HSR Layout,1145.0,2.0,46.0,2
2594,HSR Layout,1142.0,2.0,65.0,2
2595,HSR Layout,1145.0,2.0,46.0,2
2596,HSR Layout,1844.0,3.0,95.0,3
2597,HSR Layout,1203.0,2.0,72.0,2
2598,HSR Layout,1140.0,2.0,46.0,2
2599,HSR Layout,4200.0,5.0,245.0,5
2600,HSR Layout,1140.0,2.0,46.0,2
2601,HSR Layout,1145.0,2.0,46.0,2
2602,HSR Layout,1009.0,2.0,56.0,2
2603,HSR Layout,1145.0,2.0,46.0,2
2604,HSR Layout,1100.0,2.0,44.0,2
2605,HSR Layout,1203.0,2.0,60.0,2
2606,HSR Layout,1120.0,2.0,70.0,2
2607,HSR Layout,1140.0,2.0,46.0,2
2608,HSR Layout,1289.0,2.0,70.0,2
2609,HSR Layout,1844.0,3.0,89.0,3
2610,HSR Layout,1203.0,2.0,60.0,2
2611,HSR Layout,1140.0,2.0,46.0,2
2612,Haralur Road,1240.0,2.0,70.0,2
2613,Haralur Road,1027.0,2.0,44.0,2
2614,Haralur Road,1464.0,3.0,56.0,3
2615,Haralur Road,2650.0,4.0,198.0,4
2616,Haralur Road,2805.0,5.0,154.0,4
2617,Haralur Road,1194.0,2.0,47.0,2
2618,Haralur Road,1202.0,2.0,53.0,2
2619,Haralur Road,1056.0,2.0,61.0,2
2620,Haralur Road,1464.0,3.0,56.0,3
2621,Haralur Road,1810.0,3.0,100.0,3
2622,Haralur Road,1194.0,2.0,46.0,2
2623,Haralur Road,2805.0,4.0,154.0,4
2624,Haralur Road,1225.0,2.0,67.38,2
2625,Haralur Road,1243.0,2.0,46.0,2
2626,Haralur Road,1027.0,2.0,44.0,2
2627,Haralur Road,1920.0,3.0,115.0,3
2628,Haralur Road,1875.0,3.0,110.0,3
2629,Haralur Road,1194.0,2.0,47.0,2
2630,Haralur Road,1140.0,2.0,43.0,2
2631,Haralur Road,1027.0,2.0,44.0,2
2632,Haralur Road,1194.0,2.0,46.0,2
2633,Haralur Road,2017.0,3.0,125.0,3
2634,Haralur Road,1140.0,2.0,43.0,2
2635,Haralur Road,1875.0,3.0,110.0,3
2636,Haralur Road,1092.0,2.0,44.0,2
2637,Haralur Road,2475.0,4.0,130.0,3
2638,Haralur Road,1300.0,2.0,73.0,2
2639,Haralur Road,1194.0,2.0,47.0,2
2640,Haralur Road,1243.0,2.0,46.0,2
2641,Haralur Road,1850.0,3.0,110.0,3
2642,Haralur Road,1225.0,2.0,67.38,2
2643,Haralur Road,1243.0,2.0,46.0,2
2644,Haralur Road,3400.0,5.0,240.0,4
2645,Haralur Road,1464.0,2.0,56.0,2
2646,Haralur Road,1230.0,2.0,78.0,2
2647,Haralur Road,1000.0,2.0,44.0,2
2648,Haralur Road,2805.0,2.0,175.0,4
2649,Haralur Road,1300.0,2.0,79.0,2
2650,Haralur Road,1444.0,2.0,80.0,3
2651,Haralur Road,1088.0,2.0,68.0,2
2652,Haralur Road,1027.0,2.0,44.0,2
2653,Haralur Road,1464.0,3.0,56.0,3
2654,Haralur Road,1225.0,2.0,70.0,2
2655,Haralur Road,1464.0,3.0,56.0,3
2656,Haralur Road,1194.0,2.0,46.0,2
2657,Haralur Road,1830.0,3.0,101.0,3
2658,Haralur Road,1810.0,3.0,126.0,3
2659,Haralur Road,1464.0,2.0,56.0,2
2660,Haralur Road,1520.0,2.0,96.0,3
2661,Haralur Road,1300.0,2.0,75.0,2
2662,Haralur Road,2017.0,2.0,125.0,3
2663,Haralur Road,1243.0,2.0,46.0,2
2664,Haralur Road,1027.0,2.0,44.0,2
2665,Haralur Road,2805.0,5.0,160.0,4
2666,Haralur Road,1243.0,2.0,46.0,2
2667,Haralur Road,1027.0,2.0,44.0,2
2668,Haralur Road,2017.0,3.0,105.0,3
2669,Haralur Road,1243.0,2.0,46.0,2
2670,Haralur Road,1243.0,2.0,46.0,2
2671,Haralur Road,1520.0,2.0,90.0,3
2672,Haralur Road,1300.0,2.0,60.0,2
2673,Haralur Road,1985.0,3.0,130.0,3
2674,Haralur Road,1255.0,2.0,90.0,3
2675,Haralur Road,1056.0,2.0,60.0,2
2676,Haralur Road,1140.0,2.0,42.0,2
2677,Haralur Road,1245.0,2.0,62.0,2
2678,Haralur Road,1140.0,2.0,58.0,2
2679,Haralur Road,1140.0,2.0,42.0,2
2680,Haralur Road,1027.0,2.0,43.0,2
2681,Haralur Road,1194.0,2.0,47.0,2
2682,Haralur Road,1194.0,2.0,47.0,2
2683,Haralur Road,1560.0,3.0,90.0,3
2684,Haralur Road,1520.0,2.0,85.0,3
2685,Haralur Road,1243.0,2.0,45.0,2
2686,Haralur Road,1027.0,2.0,44.0,2
2687,Haralur Road,1194.0,2.0,46.0,2
2688,Haralur Road,1650.0,3.0,100.0,3
2689,Haralur Road,1580.0,3.0,73.0,3
2690,Haralur Road,1243.0,2.0,46.0,2
2691,Haralur Road,1194.0,2.0,47.0,2
2692,Haralur Road,2805.0,4.0,154.0,4
2693,Haralur Road,1520.0,2.0,96.0,3
2694,Haralur Road,1510.0,3.0,83.05,3
2695,Haralur Road,1056.0,2.0,65.0,2
2696,Haralur Road,1810.0,3.0,100.0,3
2697,Haralur Road,1243.0,2.0,46.0,2
2698,Haralur Road,575.0,1.0,38.0,1
2699,Haralur Road,1194.0,2.0,46.0,2
2700,Haralur Road,1243.0,2.0,46.0,2
2701,Haralur Road,1194.0,2.0,46.0,2
2702,Haralur Road,1140.0,2.0,43.0,2
2703,Haralur Road,1850.0,3.0,120.0,3
2704,Haralur Road,1194.0,2.0,47.0,2
2705,Haralur Road,1194.0,2.0,47.0,2
2706,Haralur Road,1464.0,3.0,56.0,3
2707,Haralur Road,1243.0,2.0,46.0,2
2708,Haralur Road,1710.0,3.0,85.0,3
2709,Haralur Road,1730.0,3.0,95.0,3
2710,Haralur Road,1243.0,2.0,46.0,2
2711,Haralur Road,1243.0,2.0,46.0,2
2712,Haralur Road,1243.0,2.0,46.0,2
2713,Haralur Road,1817.0,3.0,110.0,3
2714,Haralur Road,1225.0,2.0,77.0,2
2715,Haralur Road,1285.0,2.0,78.0,2
2716,Haralur Road,1225.0,2.0,67.48,2
2717,Haralur Road,1225.0,2.0,69.84,2
2718,Haralur Road,1200.0,2.0,46.0,2
2719,Haralur Road,1315.0,2.0,85.0,2
2720,Haralur Road,1976.0,3.0,92.0,3
2721,Haralur Road,1300.0,2.0,75.0,2
2722,Haralur Road,1309.0,2.0,82.0,2
2723,Haralur Road,1027.0,1.0,44.0,2
2724,Haralur Road,1243.0,2.0,46.0,2
2725,Haralur Road,1243.0,2.0,46.0,2
2726,Haralur Road,1140.0,2.0,43.0,2
2727,Haralur Road,1300.0,2.0,75.0,2
2728,Haralur Road,1243.0,2.0,46.0,2
2729,Haralur Road,1890.0,3.0,84.0,3
2730,Haralur Road,1230.0,2.0,67.65,2
2731,Haralur Road,1194.0,2.0,46.0,2
2732,Haralur Road,1092.0,2.0,44.0,2
2733,Haralur Road,1464.0,3.0,56.0,3
2734,Haralur Road,1255.0,3.0,90.0,3
2735,Haralur Road,1735.0,3.0,97.0,3
2736,Haralur Road,1810.0,3.0,97.83,3
2737,Haralur Road,1200.0,2.0,46.0,2
2738,Haralur Road,1243.0,2.0,46.0,2
2739,Haralur Road,1810.0,3.0,112.0,3
2740,Harlur,1508.0,2.0,77.0,2
2741,Harlur,1752.12,3.0,135.0,3
2742,Harlur,2450.0,3.0,120.0,3
2743,Harlur,1460.0,3.0,73.0,3
2744,Harlur,1709.0,3.0,150.0,3
2745,Harlur,1174.0,2.0,69.0,2
2746,Harlur,1033.0,2.0,49.0,2
2747,Harlur,1197.0,2.0,84.0,2
2748,Harlur,1757.0,3.0,132.0,3
2749,Harlur,1174.0,2.0,76.0,2
2750,Harlur,1754.0,3.0,125.0,3
2751,Harlur,1290.0,2.0,85.0,2
2752,Harlur,1752.12,3.0,116.0,3
2753,Harlur,1754.0,3.0,135.0,3
2754,Harlur,1754.0,3.0,124.0,3
2755,Harlur,1152.0,2.0,69.0,2
2756,Harlur,1290.0,2.0,87.0,2
2757,Harlur,1749.0,3.0,115.0,3
2758,Harlur,3385.0,4.0,260.0,4
2759,Harlur,2240.0,5.0,155.0,3
2760,Harlur,1758.0,3.0,133.0,3
2761,Harlur,1884.0,4.0,120.0,4
2762,Harlur,1197.0,2.0,79.0,2
2763,Harlur,1174.0,2.0,78.0,2
2764,Harlur,1730.0,3.0,100.0,3
2765,Harlur,2138.0,3.0,110.0,3
2766,Harlur,1197.0,2.0,79.0,2
2767,Harlur,1749.0,3.0,112.0,3
2768,Harlur,1174.0,2.0,75.0,2
2769,Harlur,1750.0,3.0,136.0,3
2770,Harlur,1620.0,3.0,110.0,3
2771,Harlur,1414.0,3.0,77.5,3
2772,Harlur,1630.0,3.0,95.1,3
2773,Harlur,1762.0,3.0,133.0,3
2774,Harlur,1756.0,3.0,131.0,3
2775,Harlur,1755.0,3.0,130.0,3
2776,Harlur,1864.0,3.0,140.0,3
2777,Harlur,1331.0,2.0,88.0,2
2778,Harlur,1752.12,3.0,133.0,3
2779,Harlur,1133.0,2.0,55.0,2
2780,Harlur,1756.0,3.0,128.0,3
2781,Harlur,1749.0,3.0,120.0,3
2782,Harlur,1197.0,2.0,82.0,2
2783,Harlur,1303.0,2.0,90.0,2
2784,Harlur,1754.0,3.0,132.0,3
2785,Harlur,1174.0,2.0,75.0,2
2786,Harlur,1756.0,3.0,134.0,3
2787,Harlur,1197.0,2.0,78.0,2
2788,Harlur,1290.0,2.0,89.9,2
2789,Harlur,1386.0,2.0,85.0,2
2790,Harlur,1174.0,2.0,74.0,2
2791,Harlur,1174.0,2.0,78.0,2
2792,Harlur,1710.0,3.0,85.0,3
2793,Harlur,1755.0,3.0,115.0,3
2794,Harlur,2650.0,4.0,153.5,4
2795,Harlur,2569.0,4.0,175.0,4
2796,Harlur,1710.0,3.0,85.0,3
2797,Harlur,1197.0,2.0,77.0,2
2798,Harlur,1752.12,3.0,125.0,3
2799,Harlur,2569.0,5.0,180.0,4
2800,Harlur,1225.0,2.0,56.0,2
2801,Harlur,1197.0,2.0,76.0,2
2802,Harlur,2137.0,3.0,110.0,3
2803,Harlur,1197.0,2.0,75.0,2
2804,Harlur,1755.0,3.0,117.0,3
2805,Harlur,1197.0,2.0,79.9,2
2806,Harlur,936.0,2.0,45.0,2
2807,Harlur,2990.0,4.0,225.0,4
2808,Harlur,1370.0,2.0,88.0,2
2809,Harlur,1200.0,2.0,72.76,2
2810,Hebbal,1760.0,2.0,123.0,3
2811,Hebbal,1900.0,3.0,119.0,3
2812,Hebbal,1349.0,2.0,98.2,2
2813,Hebbal,2483.0,5.0,212.0,4
2814,Hebbal,1760.0,2.0,130.0,3
2815,Hebbal,3450.0,5.0,260.0,3
2816,Hebbal,1920.0,3.0,134.0,3
2817,Hebbal,1500.0,3.0,150.0,3
2818,Hebbal,1337.0,2.0,82.0,2
2819,Hebbal,1349.0,2.0,98.0,2
2820,Hebbal,2470.0,5.0,247.0,4
2821,Hebbal,1036.0,2.0,50.0,2
2822,Hebbal,1255.0,2.0,77.68,3
2823,Hebbal,1355.0,3.0,83.87,3
2824,Hebbal,1790.0,3.0,127.0,3
2825,Hebbal,2790.0,5.0,198.0,4
2826,Hebbal,1985.0,4.0,189.0,3
2827,Hebbal,2483.0,5.0,215.0,4
2828,Hebbal,1080.0,2.0,54.0,2
2829,Hebbal,812.0,2.0,55.0,2
2830,Hebbal,2790.0,4.0,198.0,4
2831,Hebbal,1075.0,2.0,52.0,2
2832,Hebbal,3067.0,4.0,230.0,4
2833,Hebbal,2526.0,2.0,250.0,3
2834,Hebbal,3067.0,4.0,230.0,4
2835,Hebbal,1255.0,2.0,77.68,3
2836,Hebbal,823.0,2.0,50.63,2
2837,Hebbal,1420.0,2.0,123.0,2
2838,Hebbal,1069.0,3.0,65.4,3
2839,Hebbal,3067.0,4.0,310.0,4
2840,Hebbal,1420.0,2.0,99.39,2
2841,Hebbal,4235.0,4.0,365.0,4
2842,Hebbal,1700.0,3.0,124.0,3
2843,Hebbal,3960.0,5.0,386.0,4
2844,Hebbal,1550.0,2.0,75.0,3
2845,Hebbal,1420.0,2.0,99.39,2
2846,Hebbal,1355.0,3.0,83.87,3
2847,Hebbal,1440.0,2.0,115.0,2
2848,Hebbal,1100.0,2.0,54.0,2
2849,Hebbal,1355.0,3.0,83.87,3
2850,Hebbal,2400.0,4.0,180.0,3
2851,Hebbal,1255.0,2.0,77.68,3
2852,Hebbal,1420.0,2.0,107.0,2
2853,Hebbal,1320.0,2.0,92.0,2
2854,Hebbal,919.0,2.0,49.0,2
2855,Hebbal,1645.0,3.0,135.0,3
2856,Hebbal,2080.0,3.0,175.0,3
2857,Hebbal,1355.0,3.0,83.87,3
2858,Hebbal,2483.0,5.0,230.0,4
2859,Hebbal,2600.0,3.0,195.0,3
2860,Hebbal,1645.0,3.0,117.0,3
2861,Hebbal,1251.0,2.0,88.73,2
2862,Hebbal,1645.0,3.0,121.0,3
2863,Hebbal,1760.0,3.0,123.0,3
2864,Hebbal,2790.0,4.0,198.0,4
2865,Hebbal,3960.0,5.0,386.0,4
2866,Hebbal,1645.0,3.0,120.0,3
2867,Hebbal,1255.0,2.0,90.0,3
2868,Hebbal,1645.0,3.0,117.0,3
2869,Hebbal,1255.0,3.0,77.68,3
2870,Hebbal,1586.0,3.0,90.0,3
2871,Hebbal,1636.0,3.0,119.0,3
2872,Hebbal,2466.0,2.0,226.5,3
2873,Hebbal,1255.0,2.0,95.0,3
2874,Hebbal,2790.0,4.0,198.0,4
2875,Hebbal,1269.0,2.0,73.0,3
2876,Hebbal,1255.0,2.0,95.0,3
2877,Hebbal,1088.0,2.0,61.45,2
2878,Hebbal,1349.0,2.0,97.8,2
2879,Hebbal,1255.0,3.0,77.68,3
2880,Hebbal,1344.0,2.0,108.0,2
2881,Hebbal,1255.0,2.0,90.0,3
2882,Hebbal,1255.0,3.0,77.68,3
2883,Hebbal,1138.0,2.0,110.0,2
2884,Hebbal,2790.0,5.0,204.0,4
2885,Hebbal,1088.0,2.0,62.0,2
2886,Hebbal,1987.0,4.0,165.0,3
2887,Hebbal,2790.0,5.0,198.0,4
2888,Hebbal,1299.0,2.0,100.0,2
2889,Hebbal,1200.0,2.0,60.0,2
2890,Hebbal,1645.0,3.0,117.0,3
2891,Hebbal,1390.0,2.0,95.0,2
2892,Hebbal,1333.0,2.0,100.0,2
2893,Hebbal,1355.0,3.0,83.87,3
2894,Hebbal,2650.0,4.0,199.0,3
2895,Hebbal,3450.0,5.0,348.0,3
2896,Hebbal,1800.0,3.0,140.0,3
2897,Hebbal,1860.0,3.0,95.0,3
2898,Hebbal,2470.0,4.0,203.0,4
2899,Hebbal,1255.0,2.0,95.0,3
2900,Hebbal,1333.0,2.0,104.0,2
2901,Hebbal,1645.0,3.0,117.0,3
2902,Hebbal,2600.0,3.0,199.0,3
2903,Hebbal,1345.0,2.0,97.0,2
2904,Hebbal,1110.0,3.0,59.0,3
2905,Hebbal,985.0,2.0,62.0,2
2906,Hebbal,1320.0,2.0,91.0,2
2907,Hebbal,2388.0,3.0,195.0,3
2908,Hebbal,1040.0,2.0,55.0,2
2909,Hebbal,1315.0,3.0,65.0,3
2910,Hebbal,2600.0,3.0,195.0,3
2911,Hebbal,1075.0,2.0,52.0,2
2912,Hebbal,2470.0,5.0,188.0,4
2913,Hebbal,2790.0,5.0,198.0,4
2914,Hebbal,3895.0,3.0,390.0,3
2915,Hebbal,1645.0,3.0,113.0,3
2916,Hebbal,1355.0,3.0,83.87,3
2917,Hebbal,1420.0,2.0,99.39,2
2918,Hebbal,1590.0,3.0,96.0,3
2919,Hebbal,3520.0,5.0,320.0,3
2920,Hebbal,1162.0,2.0,69.0,2
2921,Hebbal,1100.0,2.0,60.0,2
2922,Hebbal,4235.0,5.0,364.0,4
2923,Hebbal,1299.0,2.0,97.0,2
2924,Hebbal,1255.0,3.0,77.68,3
2925,Hebbal,2470.0,5.0,192.0,4
2926,Hebbal,1645.0,3.0,117.0,3
2927,Hebbal,1920.0,3.0,134.0,3
2928,Hebbal,4450.0,6.0,449.0,4
2929,Hebbal,3520.0,5.0,240.0,3
2930,Hebbal,1920.0,3.0,150.0,3
2931,Hebbal,2375.0,4.0,189.0,4
2932,Hebbal,1420.0,2.0,99.26,2
2933,Hebbal,1252.0,2.0,92.0,2
2934,Hebbal,2790.0,4.0,198.0,4
2935,Hebbal,1162.0,2.0,59.0,2
2936,Hebbal,1294.0,2.0,115.0,2
2937,Hebbal,4000.0,6.0,359.0,4
2938,Hebbal,1150.0,2.0,57.0,2
2939,Hebbal,1740.0,2.0,137.0,3
2940,Hebbal,1430.0,3.0,85.0,3
2941,Hebbal,3895.0,3.0,390.0,3
2942,Hebbal,1662.0,3.0,155.0,3
2943,Hebbal,2250.0,3.0,219.0,3
2944,Hebbal,1349.0,2.0,98.0,2
2945,Hebbal,4000.0,6.0,370.0,4
2946,Hebbal,1349.0,2.0,96.8,2
2947,Hebbal Kempapura,1700.0,3.0,155.0,3
2948,Hebbal Kempapura,1800.0,3.0,175.0,3
2949,Hebbal Kempapura,2900.0,4.0,300.0,3
2950,Hebbal Kempapura,3522.0,3.0,380.0,3
2951,Hebbal Kempapura,2280.0,5.0,200.0,5
2952,Hebbal Kempapura,1200.0,2.0,125.0,2
2953,Hebbal Kempapura,2900.0,4.0,240.0,3
2954,Hebbal Kempapura,3900.0,5.0,360.0,4
2955,Hebbal Kempapura,1300.0,2.0,102.0,2
2956,Hebbal Kempapura,1466.0,2.0,140.0,3
2957,Hebbal Kempapura,3900.0,5.0,310.0,4
2958,Hebbal Kempapura,1725.0,2.0,165.0,3
2959,Hebbal Kempapura,1200.0,3.0,125.0,3
2960,Hebbal Kempapura,3408.0,3.0,260.0,3
2961,Hebbal Kempapura,1485.0,3.0,132.0,2
2962,Hebbal Kempapura,1400.0,2.0,108.0,2
2963,Hebbal Kempapura,1800.0,3.0,150.0,3
2964,Hebbal Kempapura,2400.0,5.0,200.0,5
2965,Hebbal Kempapura,2800.0,5.0,220.0,5
2966,Hebbal Kempapura,1785.0,3.0,165.0,3
2967,Hebbal Kempapura,3729.0,4.0,384.0,4
2968,Hebbal Kempapura,1600.0,3.0,170.0,3
2969,Hebbal Kempapura,1730.0,3.0,175.0,3
2970,Hebbal Kempapura,2485.0,4.0,198.0,4
2971,Hegde Nagar,1569.0,3.0,101.0,3
2972,Hegde Nagar,3000.0,7.0,210.0,6
2973,Hegde Nagar,2026.0,3.0,132.0,3
2974,Hegde Nagar,1801.0,3.0,115.0,3
2975,Hegde Nagar,1050.0,1.0,56.0,2
2976,Hegde Nagar,1341.0,2.0,97.0,2
2977,Hegde Nagar,2112.95,4.0,145.0,3
2978,Hegde Nagar,1200.0,4.0,83.0,4
2979,Hegde Nagar,1703.0,3.0,113.0,3
2980,Hegde Nagar,1570.0,3.0,105.0,3
2981,Hegde Nagar,1801.0,3.0,140.0,3
2982,Hegde Nagar,1584.01,3.0,103.0,3
2983,Hegde Nagar,1965.0,4.0,125.0,3
2984,Hegde Nagar,1200.0,2.0,75.0,2
2985,Hegde Nagar,1847.0,3.0,135.0,3
2986,Hegde Nagar,1965.0,4.0,132.0,3
2987,Hegde Nagar,1703.0,3.0,125.0,3
2988,Hegde Nagar,1847.0,3.0,125.0,3
2989,Hegde Nagar,2144.6,4.0,145.0,3
2990,Hegde Nagar,1718.0,3.0,119.0,3
2991,Hegde Nagar,1847.0,3.0,123.0,3
2992,Hegde Nagar,1340.0,2.0,72.0,2
2993,Hegde Nagar,2087.01,3.0,115.0,3
2994,Hegde Nagar,1703.0,3.0,130.0,3
2995,Hegde Nagar,2087.01,4.0,135.0,3
2996,Hegde Nagar,1718.0,3.0,130.0,3
2997,Hegde Nagar,1884.0,4.0,118.0,3
2998,Hegde Nagar,1930.0,4.0,122.0,3
2999,Hegde Nagar,1584.01,3.0,104.0,3
3000,Hegde Nagar,1168.0,2.0,68.0,3
3001,Hegde Nagar,2162.03,4.0,129.0,3
3002,Hegde Nagar,2087.01,4.0,160.0,3
3003,Hegde Nagar,1000.0,2.0,66.0,2
